date,open,high,low,close,volume,log_return,abs_log_return,volatility_threshold,is_anomaly
2014-04-08,1845.47998046875,1854.949951171875,1837.489990234375,1851.9599609375,3721450000,0.0037435379801772,0.0037435379801772,0.016271379803018654,0
2014-04-09,1852.6400146484373,1872.4300537109373,1852.3800048828125,1872.1800537109373,3308650000,0.0108590393419655,0.0108590393419655,0.01657536874247326,0
2014-04-10,1872.280029296875,1872.530029296875,1830.8699951171875,1833.0799560546875,3758780000,-0.0211059677373872,0.0211059677373872,0.020665298659841805,1
2014-04-11,1830.6500244140625,1835.0699462890625,1814.3599853515625,1815.68994140625,3743460000,-0.0095320597398973,0.0095320597398973,0.020824328224140792,0
2014-04-14,1818.1800537109373,1834.18994140625,1815.800048828125,1830.6099853515625,3111540000,0.0081837081507406,0.0081837081507406,0.020668895785435643,0
2014-04-15,1831.449951171875,1844.02001953125,1816.2900390625,1842.97998046875,3736440000,0.0067345795177034,0.0067345795177034,0.020647019199006418,0
2014-04-16,1846.010009765625,1862.31005859375,1846.010009765625,1862.31005859375,3155080000,0.0104338679487661,0.0104338679487661,0.021033540403555595,0
2014-04-17,1861.72998046875,1869.6300048828125,1856.719970703125,1864.8499755859373,3341430000,0.0013629237070939,0.0013629237070939,0.021337959754291043,0
2014-04-21,1865.7900390625,1871.8900146484373,1863.1800537109373,1871.8900146484373,2642500000,0.0037680156555725,0.0037680156555725,0.02127839311853305,0
2014-04-22,1872.5699462890625,1884.8900146484373,1872.5699462890625,1879.550048828125,3215440000,0.0040837889961278,0.0040837889961278,0.021305680438257188,0
2014-04-23,1879.3199462890625,1879.75,1873.9100341796875,1875.3900146484373,3085720000,-0.002215766862522,0.002215766862522,0.021457289164930636,0
2014-04-24,1881.969970703125,1884.06005859375,1870.239990234375,1878.6099853515625,3191830000,0.0017154882753308,0.0017154882753308,0.02159912623723817,0
2014-04-25,1877.719970703125,1877.719970703125,1859.699951171875,1863.4000244140625,3213020000,-0.0081293447435016,0.0081293447435016,0.021557762568855204,0
2014-04-28,1865.0,1877.010009765625,1850.6099853515625,1869.4300537109373,4034680000,0.0032308111625023,0.0032308111625023,0.021622062445942364,0
2014-04-29,1870.780029296875,1880.5999755859373,1870.780029296875,1878.3299560546875,3647820000,0.0047494605046335,0.0047494605046335,0.021512319642134584,0
2014-04-30,1877.0999755859373,1885.199951171875,1872.68994140625,1883.949951171875,3779230000,0.0029875498027012,0.0029875498027012,0.02151723520008153,0
2014-05-01,1884.3900146484373,1888.5899658203125,1878.0400390625,1883.6800537109373,3416740000,-0.0001432717443322,0.0001432717443322,0.021798806479253245,0
2014-05-02,1885.300048828125,1891.3299560546875,1878.5,1881.1400146484373,3159560000,-0.0013493550298709,0.0013493550298709,0.021774763209692113,0
2014-05-05,1879.449951171875,1885.510009765625,1866.77001953125,1884.6600341796875,2733730000,0.0018694675823397,0.0018694675823397,0.020860931537932142,0
2014-05-06,1883.68994140625,1883.68994140625,1867.719970703125,1867.719970703125,3327260000,-0.009029031461991,0.009029031461991,0.020539235333660314,0
2014-05-07,1868.530029296875,1878.8299560546875,1859.7900390625,1878.2099609375,3632950000,0.0056007548710332,0.0056007548710332,0.020564335899511687,0
2014-05-08,1877.3900146484373,1889.0699462890625,1870.050048828125,1875.6300048828125,3393420000,-0.0013745692327864,0.0013745692327864,0.019936697128625534,0
2014-05-09,1875.27001953125,1878.5699462890625,1867.02001953125,1878.47998046875,3025020000,0.0015183231948788,0.0015183231948788,0.014030214851720194,0
2014-05-12,1880.030029296875,1897.1300048828125,1880.030029296875,1896.6500244140625,3005740000,0.0096262561723155,0.0096262561723155,0.014058879092586936,0
2014-05-13,1896.75,1902.1700439453125,1896.06005859375,1897.449951171875,2915680000,0.000421668788283,0.000421668788283,0.013635893896420295,0
2014-05-14,1897.1300048828125,1897.1300048828125,1885.77001953125,1888.530029296875,2822060000,-0.004712089565017,0.004712089565017,0.013358182712022784,0
2014-05-15,1888.1600341796875,1888.1600341796875,1862.3599853515625,1870.8499755859373,3552640000,-0.0094059041839347,0.0094059041839347,0.012990546744375345,0
2014-05-16,1871.18994140625,1878.280029296875,1864.8199462890625,1877.8599853515625,3173650000,0.0037399628190006,0.0037399628190006,0.01293843394868526,0
2014-05-19,1876.6600341796875,1886.0,1872.4200439453125,1885.0799560546875,2664250000,0.0038374141897041,0.0038374141897041,0.012941233665978838,0
2014-05-20,1884.8800048828125,1884.8800048828125,1868.1400146484373,1872.8299560546875,3007700000,-0.0065196046085433,0.0065196046085433,0.013223151070081127,0
2014-05-21,1873.3399658203125,1888.800048828125,1873.3399658203125,1888.030029296875,2777140000,0.0080833405477469,0.0080833405477469,0.013785208871695185,0
2014-05-22,1888.18994140625,1896.3299560546875,1885.3900146484373,1892.489990234375,2759800000,0.0023594441947138,0.0023594441947138,0.013739687101619848,0
2014-05-23,1893.3199462890625,1901.260009765625,1893.3199462890625,1900.530029296875,2396280000,0.0042393929178847,0.0042393929178847,0.013171918647913759,0
2014-05-27,1902.010009765625,1912.280029296875,1902.010009765625,1911.9100341796875,2911020000,0.0059699502115288,0.0059699502115288,0.013351194606069212,0
2014-05-28,1911.77001953125,1914.4599609375,1907.300048828125,1909.780029296875,2976450000,-0.0011146927500584,0.0011146927500584,0.01342554737691818,0
2014-05-29,1910.5999755859373,1920.030029296875,1909.8199462890625,1920.030029296875,2709050000,0.0053527586573611,0.0053527586573611,0.013533597029274619,0
2014-05-30,1920.3299560546875,1924.030029296875,1916.6400146484373,1923.5699462890625,3263490000,0.0018419804431013,0.0018419804431013,0.013320198520755819,0
2014-06-02,1923.8699951171875,1925.8800048828125,1915.97998046875,1924.969970703125,2509020000,0.0007275613640587,0.0007275613640587,0.013398837463506136,0
2014-06-03,1923.0699462890625,1925.0699462890625,1918.7900390625,1924.239990234375,2867180000,-0.0003792884695348,0.0003792884695348,0.013571481202092204,0
2014-06-04,1923.06005859375,1928.6300048828125,1918.5999755859373,1927.8800048828125,2793920000,0.0018898766063629,0.0018898766063629,0.01271055939641489,0
2014-06-05,1928.52001953125,1941.739990234375,1922.9300537109373,1940.4599609375,3113270000,0.0065040821196629,0.0065040821196629,0.012857253977999045,0
2014-06-06,1942.4100341796875,1949.43994140625,1942.4100341796875,1949.43994140625,2864300000,0.0046170835480189,0.0046170835480189,0.012832940264067557,0
2014-06-09,1948.969970703125,1955.550048828125,1947.1600341796875,1951.27001953125,2812180000,0.0009383308564868,0.0009383308564868,0.012895152601952783,0
2014-06-10,1950.3399658203125,1950.8599853515625,1944.6400146484373,1950.7900390625,2702360000,-0.0002460138818795,0.0002460138818795,0.01187414445871289,0
2014-06-11,1949.3699951171875,1949.3699951171875,1940.0799560546875,1943.8900146484373,2710620000,-0.0035433111516659,0.0035433111516659,0.011711286195562677,0
2014-06-12,1943.3499755859373,1943.3499755859373,1925.780029296875,1930.1099853515625,3040480000,-0.0071141390889102,0.0071141390889102,0.012121235334760111,0
2014-06-13,1930.800048828125,1937.300048828125,1927.68994140625,1936.1600341796875,2598230000,0.0031296591990707,0.0031296591990707,0.010843068583343596,0
2014-06-16,1934.8399658203125,1941.1500244140625,1930.9100341796875,1937.780029296875,2926130000,0.0008363553307868,0.0008363553307868,0.010931098471825492,0
2014-06-17,1937.1500244140625,1943.68994140625,1933.550048828125,1941.989990234375,2971260000,0.0021702124448891,0.0021702124448891,0.010891671391160328,0
2014-06-18,1942.72998046875,1957.739990234375,1939.2900390625,1956.97998046875,3065220000,0.0076892431607294,0.0076892431607294,0.01121796882471993,0
2014-06-19,1957.5,1959.8699951171875,1952.260009765625,1959.47998046875,2952150000,0.001276663295165,0.001276663295165,0.0102683124132896,0
2014-06-20,1960.449951171875,1963.9100341796875,1959.1700439453125,1962.8699951171875,4336240000,0.001728563495676,0.001728563495676,0.010279861521171794,0
2014-06-23,1962.9200439453125,1963.739990234375,1958.8900146484373,1962.6099853515625,2717630000,-0.0001324728528989,0.0001324728528989,0.010281039703643987,0
2014-06-24,1961.969970703125,1968.1700439453125,1948.3399658203125,1949.97998046875,3089700000,-0.0064561064986174,0.0064561064986174,0.010408303120025428,0
2014-06-25,1949.27001953125,1960.8299560546875,1947.489990234375,1959.530029296875,3106710000,0.0048855574227171,0.0048855574227171,0.010601933079653358,0
2014-06-26,1959.8900146484373,1959.8900146484373,1944.68994140625,1957.219970703125,2778840000,-0.0011795794276391,0.0011795794276391,0.010314745124566005,0
2014-06-27,1956.56005859375,1961.469970703125,1952.1800537109373,1960.9599609375,4290590000,0.0019090452380837,0.0019090452380837,0.010313873964343311,0
2014-06-30,1960.7900390625,1964.239990234375,1958.219970703125,1960.22998046875,3037350000,-0.0003723259970013,0.0003723259970013,0.010348105606483188,0
2014-07-01,1962.2900390625,1978.5799560546875,1962.2900390625,1973.3199462890625,3188240000,0.0066555728968225,0.0066555728968225,0.010861717621970603,0
2014-07-02,1973.06005859375,1976.6700439453125,1972.5799560546875,1974.6199951171875,2851480000,0.0006585960751231,0.0006585960751231,0.010939711966263532,0
2014-07-03,1975.8800048828125,1985.5899658203125,1975.8800048828125,1985.43994140625,1998090000,0.0054645502276723,0.0054645502276723,0.010702843995039391,0
2014-07-07,1984.219970703125,1984.219970703125,1974.8800048828125,1977.6500244140625,2681260000,-0.0039312390543236,0.0039312390543236,0.010615679941227422,0
2014-07-08,1976.3900146484373,1976.3900146484373,1959.4599609375,1963.7099609375,3302430000,-0.0070737621816806,0.0070737621816806,0.011235980510163517,0
2014-07-09,1965.0999755859373,1974.1500244140625,1965.0999755859373,1972.8299560546875,2858800000,0.0046335165532592,0.0046335165532592,0.011190234022166554,0
2014-07-10,1966.6700439453125,1969.8399658203125,1952.8599853515625,1964.6800537109373,3165690000,-0.0041396283244737,0.0041396283244737,0.011230551323490105,0
2014-07-11,1965.760009765625,1968.6700439453125,1959.6300048828125,1967.5699462890625,2684630000,0.0014698419980472,0.0014698419980472,0.010641530546943327,0
2014-07-14,1969.8599853515625,1979.8499755859373,1969.8599853515625,1977.0999755859373,2744920000,0.0048318607269969,0.0048318607269969,0.010797431590217177,0
2014-07-15,1977.3599853515625,1982.52001953125,1965.3399658203125,1973.280029296875,3328740000,-0.0019339645679456,0.0019339645679456,0.010709660192827946,0
2014-07-16,1976.3499755859373,1983.93994140625,1975.6700439453125,1981.5699462890625,3390950000,0.0041922850094485,0.0041922850094485,0.010771328825078436,0
2014-07-17,1979.75,1981.800048828125,1955.5899658203125,1958.1199951171875,3381680000,-0.011904605927478,0.011904605927478,0.012518142599990748,0
2014-07-18,1961.5400390625,1979.9100341796875,1960.8199462890625,1978.219970703125,3106060000,0.0102126088996711,0.0102126088996711,0.013784971099722,0
2014-07-21,1976.9300537109373,1976.9300537109373,1965.77001953125,1973.6300048828125,2611160000,-0.0023229464239046,0.0023229464239046,0.013750595473828309,0
2014-07-22,1975.6500244140625,1986.239990234375,1975.6500244140625,1983.530029296875,2890480000,0.0050036111673001,0.0050036111673001,0.013555192884792781,0
2014-07-23,1985.3199462890625,1989.22998046875,1982.43994140625,1987.010009765625,2869720000,0.0017529007770128,0.0017529007770128,0.013378513500590066,0
2014-07-24,1988.0699462890625,1991.3900146484373,1985.7900390625,1987.97998046875,3203530000,0.0004880368125506,0.0004880368125506,0.013478443957502008,0
2014-07-25,1984.5999755859373,1984.5999755859373,1974.3699951171875,1978.3399658203125,2638960000,-0.004860946046109,0.004860946046109,0.01346187021353132,0
2014-07-28,1978.25,1981.52001953125,1967.31005859375,1978.9100341796875,2803320000,0.0002881133935528,0.0002881133935528,0.01363018232206945,0
2014-07-29,1980.030029296875,1984.8499755859373,1969.949951171875,1969.949951171875,3183300000,-0.004538068413714,0.004538068413714,0.013466747819229427,0
2014-07-30,1973.2099609375,1978.9000244140625,1962.4200439453125,1970.0699462890625,3448250000,6.091091941020138e-05,6.091091941020138e-05,0.013404454908536707,0
2014-07-31,1965.1400146484373,1965.1400146484373,1930.6700439453125,1930.6700439453125,4193000000,-0.0202019321552301,0.0202019321552301,0.01906834229836792,1
2014-08-01,1929.800048828125,1937.3499755859373,1916.3699951171875,1925.1500244140625,3789660000,-0.0028632162312983,0.0028632162312983,0.01900246571951135,0
2014-08-04,1926.6199951171875,1942.9200439453125,1921.199951171875,1938.989990234375,3072920000,0.0071633144496466,0.0071633144496466,0.019232124661709576,0
2014-08-05,1936.3399658203125,1936.3399658203125,1913.77001953125,1920.2099609375,3462520000,-0.0097326791973366,0.0097326791973366,0.019657570980148746,0
2014-08-06,1917.2900390625,1927.9100341796875,1911.449951171875,1920.239990234375,3539150000,1.5638426360123552e-05,1.5638426360123552e-05,0.019826169198184907,0
2014-08-07,1923.030029296875,1928.8900146484373,1904.780029296875,1909.5699462890625,3230520000,-0.005572115446733,0.005572115446733,0.019894211327488042,0
2014-08-08,1910.3499755859373,1932.3800048828125,1909.010009765625,1931.5899658203125,2902280000,0.011465422557972,0.011465422557972,0.0207845892291329,0
2014-08-11,1933.4300537109373,1944.9000244140625,1933.4300537109373,1936.9200439453125,2784890000,0.0027556250258418,0.0027556250258418,0.02078475625532125,0
2014-08-12,1935.72998046875,1939.6500244140625,1928.2900390625,1933.75,2611700000,-0.0016379823741559,0.0016379823741559,0.020802413735900745,0
2014-08-13,1935.5999755859373,1948.4100341796875,1935.5999755859373,1946.719970703125,2718020000,0.0066847671025108,0.0066847671025108,0.020928914905868234,0
2014-08-14,1947.4100341796875,1955.22998046875,1947.4100341796875,1955.1800537109373,2609460000,0.0043363982736976,0.0043363982736976,0.01987855103305788,0
2014-08-15,1958.8699951171875,1964.0400390625,1941.5,1955.06005859375,3023380000,-6.137480757126603e-05,6.137480757126603e-05,0.01927538985495151,0
2014-08-18,1958.3599853515625,1971.989990234375,1958.3599853515625,1971.739990234375,2638160000,0.0084954832196601,0.0084954832196601,0.01971574941954467,0
2014-08-19,1972.72998046875,1982.5699462890625,1972.72998046875,1981.5999755859373,2656430000,0.0049881901791977,0.0049881901791977,0.019714930371996557,0
2014-08-20,1980.4599609375,1988.5699462890625,1977.6800537109373,1986.510009765625,2579560000,0.0024747482825436,0.0024747482825436,0.019686210329479814,0
2014-08-21,1986.8199462890625,1994.760009765625,1986.8199462890625,1992.3699951171875,2638920000,0.0029455472802706,0.0029455472802706,0.019548037134770803,0
2014-08-22,1992.5999755859373,1993.5400390625,1984.760009765625,1988.4000244140625,2301860000,-0.0019945749188226,0.0019945749188226,0.01954994302115494,0
2014-08-25,1991.739990234375,2001.949951171875,1991.739990234375,1997.9200439453125,2233880000,0.0047763538636038,0.0047763538636038,0.019407518021382415,0
2014-08-26,1998.5899658203125,2005.0400390625,1998.5899658203125,2000.02001953125,2451950000,0.0010505288952435,0.0010505288952435,0.019492059233563633,0
2014-08-27,2000.5400390625,2002.1400146484373,1996.199951171875,2000.1199951171875,2344350000,4.998604328455613e-05,4.998604328455613e-05,0.019493261152936266,0
2014-08-28,1997.4200439453125,1998.550048828125,1990.52001953125,1996.739990234375,2282400000,-0.0016913305449461,0.0016913305449461,0.013941236874104803,0
2014-08-29,1998.449951171875,2003.3800048828125,1994.6500244140625,2003.3699951171875,2259130000,0.0033149143290199,0.0033149143290199,0.01394305963019947,0
2014-09-02,2004.0699462890625,2006.1199951171875,1994.8499755859373,2002.280029296875,2819980000,-0.0005442142177026,0.0005442142177026,0.013625137500496355,0
2014-09-03,2003.5699462890625,2009.280029296875,1998.1400146484373,2000.719970703125,2809980000,-0.0007794447528015,0.0007794447528015,0.012396444906011448,0
2014-09-04,2001.6700439453125,2011.1700439453125,1992.5400390625,1997.6500244140625,3072410000,-0.0015355992047121,0.0015355992047121,0.01226921500315337,0
2014-09-05,1998.0,2007.7099609375,1990.0999755859373,2007.7099609375,2818300000,0.0050232477049584,0.0050232477049584,0.012184590313836771,0
2014-09-08,2007.1700439453125,2007.1700439453125,1995.5999755859373,2001.5400390625,2789090000,-0.0030778458543158,0.0030778458543158,0.009649901327808807,0
2014-09-09,2000.72998046875,2001.010009765625,1984.6099853515625,1988.43994140625,2882830000,-0.0065665215326854,0.0065665215326854,0.010270046082854985,0
2014-09-10,1988.4100341796875,1996.6600341796875,1982.989990234375,1995.68994140625,2912430000,0.0036394436003678,0.0036394436003678,0.010301979638721624,0
2014-09-11,1992.8499755859373,1997.6500244140625,1985.9300537109373,1997.449951171875,2941690000,0.0008815167647232,0.0008815167647232,0.0097246734730493,0
2014-09-12,1996.739990234375,1996.739990234375,1980.260009765625,1985.5400390625,3206570000,-0.0059804054920065,0.0059804054920065,0.010054505644946695,0
2014-09-15,1986.0400390625,1987.1800537109373,1978.47998046875,1984.1300048828125,2776530000,-0.0007104037481093,0.0007104037481093,0.009971772487021706,0
2014-09-16,1981.9300537109373,2002.280029296875,1979.06005859375,1998.97998046875,3160310000,0.0074565073245564,0.0074565073245564,0.009557815134024207,0
2014-09-17,1999.300048828125,2010.739990234375,1993.2900390625,2001.5699462890625,3209420000,0.0012948050790884,0.0012948050790884,0.009303752601247408,0
2014-09-18,2003.0699462890625,2012.3399658203125,2003.0699462890625,2011.3599853515625,3235340000,0.0048792571273398,0.0048792571273398,0.009567086024909495,0
2014-09-19,2012.739990234375,2019.260009765625,2006.5899658203125,2010.4000244140625,4880220000,-0.0004773835104033,0.0004773835104033,0.009640347621890364,0
2014-09-22,2009.0799560546875,2009.0799560546875,1991.010009765625,1994.2900390625,3349670000,-0.0080456025302185,0.0080456025302185,0.010764555569914076,0
2014-09-23,1992.780029296875,1995.4100341796875,1982.77001953125,1982.77001953125,3279350000,-0.0057932500796262,0.0057932500796262,0.010950427760779494,0
2014-09-24,1983.3399658203125,1999.7900390625,1978.6300048828125,1998.300048828125,3313850000,0.0078019767586544,0.0078019767586544,0.011733016941829589,0
2014-09-25,1997.3199462890625,1997.3199462890625,1965.989990234375,1965.989990234375,3273050000,-0.0163009132651705,0.0163009132651705,0.015875784598592443,1
2014-09-26,1966.219970703125,1986.3699951171875,1966.219970703125,1982.8499755859373,2929440000,0.0085392611240015,0.0085392611240015,0.016399959144728755,0
2014-09-29,1978.9599609375,1981.280029296875,1964.0400390625,1977.800048828125,3094440000,-0.0025500508569158,0.0025500508569158,0.016413342009813543,0
2014-09-30,1978.2099609375,1985.1700439453125,1968.9599609375,1972.2900390625,3951100000,-0.002789816544312,0.002789816544312,0.016254042750354882,0
2014-10-01,1971.43994140625,1971.43994140625,1941.719970703125,1946.1600341796875,4188590000,-0.0133371061126374,0.0133371061126374,0.017887973853125707,0
2014-10-02,1945.8299560546875,1952.3199462890625,1926.030029296875,1946.1700439453125,4012510000,5.143328250229687e-06,5.143328250229687e-06,0.01807011568244632,0
2014-10-03,1948.1199951171875,1971.18994140625,1948.1199951171875,1967.9000244140625,3560970000,0.0111036355239025,0.0111036355239025,0.018957438108179497,0
2014-10-06,1970.010009765625,1977.8399658203125,1958.4300537109373,1964.8199462890625,3358220000,-0.0015663860013981,0.0015663860013981,0.019051900257382133,0
2014-10-07,1962.3599853515625,1962.3599853515625,1934.8699951171875,1935.0999755859373,3687870000,-0.0152416186191286,0.0152416186191286,0.020978967313279653,0
2014-10-08,1935.550048828125,1970.3599853515625,1925.25,1968.8900146484373,4441890000,0.0173109474980591,0.0173109474980591,0.023376976069194123,0
2014-10-09,1967.6800537109373,1967.6800537109373,1927.56005859375,1928.2099609375,4344020000,-0.0208778484543149,0.0208778484543149,0.02638867871126198,0
2014-10-10,1925.6300048828125,1936.97998046875,1906.050048828125,1906.1300048828125,4550540000,-0.0115170800262109,0.0115170800262109,0.026805605728500694,0
2014-10-13,1905.6500244140625,1912.0899658203125,1874.1400146484373,1874.739990234375,4352580000,-0.0166050332025225,0.0166050332025225,0.027751069511747634,0
2014-10-14,1877.1099853515625,1898.7099609375,1871.7900390625,1877.699951171875,4812010000,0.0015776196808667,0.0015776196808667,0.028033873222610875,0
2014-10-15,1874.1800537109373,1874.1800537109373,1820.6600341796875,1862.489990234375,6090800000,-0.0081333007260773,0.0081333007260773,0.027732745561173743,0
2014-10-16,1855.949951171875,1876.010009765625,1835.02001953125,1862.760009765625,5073150000,0.0001449672004417,0.0001449672004417,0.02820161308968676,0
2014-10-17,1864.9100341796875,1898.1600341796875,1864.9100341796875,1886.760009765625,4482120000,0.0128018133771461,0.0128018133771461,0.02816922136438309,0
2014-10-20,1885.6199951171875,1905.030029296875,1882.300048828125,1904.010009765625,3331210000,0.0091011161212813,0.0091011161212813,0.028207432991901454,0
2014-10-21,1909.3800048828125,1942.449951171875,1909.3800048828125,1941.280029296875,3987090000,0.0193853708277509,0.0193853708277509,0.029905555034499785,0
2014-10-22,1941.2900390625,1949.31005859375,1926.8299560546875,1927.1099853515625,3761930000,-0.0073261006616121,0.0073261006616121,0.029907111444812676,0
2014-10-23,1931.02001953125,1961.949951171875,1931.02001953125,1950.8199462890625,3789250000,0.0122283057215994,0.0122283057215994,0.02926129948709275,0
